# created: Mon Mar  6 00:50:10 UTC 2023
# script: dump_operator_info
NAME                                                 NAMESPACE                                   CATALOG_SOURCE        SOURCE_NAMESPACE        DEFAULT_CHANNEL                      CHANNELS                                                                                                                                                                      NS_OWN   NS_SINGLE   NS_MULTI   NS_ALL   DISPLAY_NAME
prometurbo-certified                                 <none>                                      certified-operators   openshift-marketplace   stable                               beta,stable                                                                                                                                                                   true     true        false      false    Prometurbo Operator
ptp-operator                                         <none>                                      redhat-operators      openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      false    PTP Operator
pulp-operator                                        <none>                                      community-operators   openshift-marketplace   beta                                 alpha,beta                                                                                                                                                                    true     false       false      false    Pulp Project
pulsar-operator                                      <none>                                      community-operators   openshift-marketplace   stable                               alpha,beta,stable                                                                                                                                                             true     true        false      true     Pulsar Operator
pulsar-operator                                      <none>                                      certified-operators   openshift-marketplace   stable                               alpha,beta,hotfix,stable                                                                                                                                                      true     true        false      true     Pulsar Operator
quay-bridge-operator                                 <none>                                      redhat-operators      openshift-marketplace   stable-3.8                           quay-v3.4,quay-v3.5,stable-3.6,stable-3.7,stable-3.8                                                                                                                          false    false       false      true     Quay Bridge Operator
quay-operator                                        <none>                                      redhat-operators      openshift-marketplace   stable-3.8                           quay-v3.4,quay-v3.5,stable-3.6,stable-3.7,stable-3.8                                                                                                                          true     true        true       true     Red Hat Quay
rabbitmq-cluster-operator                            <none>                                      community-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        true       true     RabbitMQ-cluster-operator
rabbitmq-messaging-topology-operator                 <none>                                      community-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        true       true     rabbitmq-messaging-topology-operator
rabbitmq-single-active-consumer-operator             <none>                                      community-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        true       true     rabbitmq-single-active-consumer-operator
red-hat-camel-k                                      <none>                                      redhat-operators      openshift-marketplace   1.10.x                               1.10.x,1.4.x,1.6.x,1.8.x,candidate,latest,stable                                                                                                                              true     true        false      true     Red Hat Integration - Camel K
redhat-marketplace-operator                          openshift-redhat-marketplace                certified-operators   openshift-marketplace   stable                               beta,stable                                                                                                                                                                   true     true        true       false    Red Hat Marketplace
redhat-oadp-operator                                 openshift-adp                               redhat-operators      openshift-marketplace   stable-1.1                           stable,stable-1.0,stable-1.1                                                                                                                                                  true     false       false      false    OADP Operator
redis-enterprise-operator-cert                       <none>                                      certified-operators   openshift-marketplace   production                           6.2.10,6.2.12,6.2.18,preview,production                                                                                                                                       true     true        false      false    Redis Enterprise Operator
redis-enterprise-operator-cert-rhmp                  <none>                                      redhat-marketplace    openshift-marketplace   production                           6.2.10,6.2.12,6.2.18,production                                                                                                                                               true     true        false      false    Redis Enterprise Operator
redis-operator                                       <none>                                      community-operators   openshift-marketplace   stable                               preview,stable                                                                                                                                                                true     true        true       true     Redis Operator
reportportal-operator                                <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        false      true     reportportal-operator
resource-locker-operator                             resource-locker-operator                    community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     Resource Locker Operator
rh-service-binding-operator                          <none>                                      redhat-operators      openshift-marketplace   stable                               beta,candidate,preview,stable                                                                                                                                                 true     true        false      true     Service Binding Operator
rhacs-operator                                       rhacs-operator                              redhat-operators      openshift-marketplace   latest                               latest,rhacs-3.62,rhacs-3.64,rhacs-3.65,rhacs-3.66,rhacs-3.67,rhacs-3.68,rhacs-3.69,rhacs-3.70,rhacs-3.71,rhacs-3.72,rhacs-3.73,rhacs-3.74                                    false    false       false      true     Advanced Cluster Security for Kubernetes
rhoas-operator                                       <none>                                      community-operators   openshift-marketplace   beta                                 beta                                                                                                                                                                          false    false       false      true     OpenShift Application Services (RHOAS)
rhods-operator                                       redhat-ods-operator                         redhat-operators      openshift-marketplace   stable                               beta,stable                                                                                                                                                                   false    false       false      true     Red Hat OpenShift Data Science
rhods-prometheus-operator                            <none>                                      redhat-operators      openshift-marketplace   beta                                 beta                                                                                                                                                                          true     true        false      false    Prometheus Operator
rhpam-kogito-operator                                <none>                                      redhat-operators      openshift-marketplace   7.x                                  7.x                                                                                                                                                                           true     true        true       true     RHPAM Kogito Operator
rhsso-operator                                       <none>                                      redhat-operators      openshift-marketplace   stable                               alpha,stable                                                                                                                                                                  true     true        false      false    Red Hat Single Sign-On Operator
ripsaw                                               <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     benchmark-operator
rookout-k8s-operator                                 <none>                                      certified-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     Rookout Operator
rubicon-rhc-operator                                 <none>                                      certified-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     Rubicon Operator
runai-ocp-cluster-installer                          runai                                       certified-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     false       false      false    Run:AI
runtime-component-operator-certified                 <none>                                      certified-operators   openshift-marketplace   beta2                                beta2                                                                                                                                                                         true     true        false      true     Runtime Component
runtime-fabric-operator                              <none>                                      certified-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     Runtime Fabric Operator
sandboxed-containers-operator                        openshift-sandboxed-containers-operator     redhat-operators      openshift-marketplace   stable-1.3                           preview-1.0,preview-1.1,stable-1.2,stable-1.3                                                                                                                                 true     true        false      false    OpenShift sandboxed containers Operator
sanstoragecsi-operator-bundle                        nec-san-csi-operator-system                 certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      false    NEC Storage M Series CSI Operator
sap-commerce-operator                                <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        false      true     SAP Commerce Operator
seldon-deploy-operator-rhmp                          <none>                                      redhat-marketplace    openshift-marketplace   stable                               alpha,stable                                                                                                                                                                  false    false       false      true     Seldon Deploy Operator
seldon-operator                                      <none>                                      community-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      true     Seldon Operator
seldon-operator-certified                            <none>                                      certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      true     Seldon Operator
serverless-operator                                  openshift-serverless                        redhat-operators      openshift-marketplace   stable                               stable                                                                                                                                                                        false    false       false      true     Red Hat OpenShift Serverless
service-registry-operator                            <none>                                      redhat-operators      openshift-marketplace   2.x                                  2.0.x,2.x                                                                                                                                                                     true     true        true       true     Red Hat Integration - Service Registry Operator
service-telemetry-operator                           service-telemetry                           redhat-operators      openshift-marketplace   stable-1.5                           stable-1.5                                                                                                                                                                    true     true        false      false    Service Telemetry Operator
servicemeshoperator                                  <none>                                      redhat-operators      openshift-marketplace   stable                               1.0,stable                                                                                                                                                                    false    false       false      true     Red Hat OpenShift Service Mesh
shipwright-operator                                  <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     Shipwright Operator
sigstore-helm-operator                               <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     sigstore
silicom-sts-operator                                 <none>                                      community-operators   openshift-marketplace   alpha                                alpha,beta                                                                                                                                                                    true     true        false      true     Silicom STS Operator
silicom-sts-operator                                 <none>                                      certified-operators   openshift-marketplace   stable                               alpha,stable                                                                                                                                                                  true     true        false      true     Silicom STS Operator
skupper-operator                                     <none>                                      redhat-operators      openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     false       false      true     Skupper
smart-gateway-operator                               <none>                                      redhat-operators      openshift-marketplace   stable-1.5                           stable-1.5                                                                                                                                                                    true     true        false      false    Smart Gateway Operator
smilecdr-operator                                    <none>                                      certified-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    true        false      false    Smilecdr Operator
snapscheduler                                        <none>                                      community-operators   openshift-marketplace   stable                               candidate,stable                                                                                                                                                              false    false       false      true     SnapScheduler
snyk-operator                                        <none>                                      community-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      true     Snyk Operator
sosivio                                              <none>                                      certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        false    false       false      true     Sosivio | Predictive Troubleshooting for Kubernetes
sosivio                                              <none>                                      community-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        false    false       false      true     Sosivio | Predictive Troubleshooting for Kubernetes
sosreport-operator                                   <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     sosreport-operator
special-resource-operator                            <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        false      true     Special Resource Operator
splunk-operator                                      <none>                                      certified-operators   openshift-marketplace   stable                               beta,stable                                                                                                                                                                   true     true        true       true     Splunk Operator
sriov-fec                                            <none>                                      certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      true     SR-IOV Operator for Wireless FEC Accelerators
sriov-network-operator                               openshift-sriov-network-operator            redhat-operators      openshift-marketplace   stable                               4.10,stable                                                                                                                                                                   true     true        false      false    SR-IOV Network Operator
stackable-commons-operator                           <none>                                      certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      false    Stackable Commons Operator
stackable-zookeeper-operator                         <none>                                      certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      false    Apache Zookeeper Operator
stackgres-operator                                   <none>                                      certified-operators   openshift-marketplace   stable                               alpha,stable                                                                                                                                                                  false    false       false      true     StackGres Operator
starburst-enterprise-helm-operator-paygo-rhmp        <none>                                      redhat-marketplace    openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     false       false      true     Starburst Enterprise Pay as you go Helm Operator
starburst-enterprise-helm-operator-rhmp              <none>                                      redhat-marketplace    openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     false       false      true     Starburst Enterprise Helm Operator
stealserver-operator                                 <none>                                      certified-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     STEAL Server
stolostron                                           stolostron                                  community-operators   openshift-marketplace   community-0.1                        community-0.1                                                                                                                                                                 true     false       false      false    Stolostron
stolostron-engine                                    stolostron-engine                           community-operators   openshift-marketplace   community-0.1                        community-0.1                                                                                                                                                                 true     false       false      false    Stolostron Engine
strimzi-kafka-operator                               <none>                                      community-operators   openshift-marketplace   stable                               stable,strimzi-0.23.x,strimzi-0.24.x,strimzi-0.25.x,strimzi-0.26.x,strimzi-0.27.x,strimzi-0.28.x,strimzi-0.29.x,strimzi-0.30.x,strimzi-0.31.x,strimzi-0.32.x,strimzi-0.33.x   true     true        true       true     Strimzi
submariner                                           submariner-operator                         redhat-operators      openshift-marketplace   stable-0.14                          alpha-0.11,alpha-0.9,stable-0.12,stable-0.13,stable-0.14                                                                                                                      true     false       false      false    Submariner
sumologic-kubernetes-collection-helm-operator        <none>                                      certified-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        true       true     Sumo Logic Kubernetes Collection Helm Operator
sumologic-kubernetes-collection-helm-operator-rhmp   <none>                                      redhat-marketplace    openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        true       true     Sumo Logic Kubernetes Collection Helm Operator
syndesis                                             <none>                                      community-operators   openshift-marketplace   latest                               1.12.x,1.13.x,candidate,latest,stable                                                                                                                                         true     true        false      false    Syndesis Operator
sysdig-certified                                     <none>                                      certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      true     Sysdig Agent Operator
sysdig-certified-rhmp                                <none>                                      redhat-marketplace    openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      false    Sysdig Agent Operator
t8c                                                  <none>                                      community-operators   openshift-marketplace   stable                               stable,v42.10.0,v42.12.0,v42.13.0,v42.14.0,v42.15.0,v42.16.0,v42.17.0,v42.18.0,v42.19.0,v42.20.0,v42.21.0,v42.22.0,v42.6.0,v42.7.0,v42.8.0,v42.9.0                            true     true        false      false    Turbonomic Platform Operator
t8c-certified                                        <none>                                      certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      false    Turbonomic Platform Operator
t8c-certified-rhmp                                   <none>                                      redhat-marketplace    openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      false    Turbonomic Platform Operator
tackle-operator                                      <none>                                      community-operators   openshift-marketplace   stable-v2.1                          alpha,stable,stable-v2.0,stable-v2.1                                                                                                                                          true     true        false      false    Tackle Operator
tagger                                               <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     Tagger
tenant-operator                                      multi-tenant-operator                       certified-operators   openshift-marketplace   stable                               0.7.4,0.7.5,0.8.0,0.8.1,0.8.3,alpha,stable                                                                                                                                    false    false       false      true     Multi Tenant Operator
test-m2-migration-obi                                <none>                                      certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     false       false      true     test-m2-migration-obi
test-m2-obi-certified                                <none>                                      certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     false       false      true     test-m2-obi-certified
test-obi-4-12                                        <none>                                      certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     false       false      true     test-obi-4-12
test-obi-1302                                        <none>                                      certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     false       false      true     test-obi-1302
test-obi-prod-catalog-solr                           <none>                                      certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     false       false      true     test-obi-prod-catalog-solr
test-revert-changes-prod-obi                         <none>                                      certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     false       false      true     test-revert-changes-prod-obi
tf-controller                                        flux-system                                 community-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        true       true     Weave GitOps Terraform Controller
tidb-operator                                        <none>                                      community-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        true       true     TiDB Operator
tigera-operator                                      <none>                                      certified-operators   openshift-marketplace   release-v1.25                        release-v1.20,release-v1.23,release-v1.25                                                                                                                                     true     true        false      true     Tigera Operator
timemachine-operator                                 <none>                                      certified-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        false      false    Time Machine Operator
timemachine-operator-rhmp                            <none>                                      redhat-marketplace    openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        false      false    Time Machine Operator
topology-aware-lifecycle-manager                     <none>                                      redhat-operators      openshift-marketplace   stable                               stable                                                                                                                                                                        false    false       false      true     Topology Aware Lifecycle Manager
uma-admin-operator                                   <none>                                      certified-operators   openshift-marketplace   stable                               alpha,beta,stable                                                                                                                                                             true     true        true       false    DX APM Universal Monitoring Agent Admin For Multi-tenancy
uma-operator                                         <none>                                      certified-operators   openshift-marketplace   stable                               alpha,beta,stable                                                                                                                                                             true     true        true       false    DX APM Universal Monitoring Agent
uma-team-operator                                    <none>                                      certified-operators   openshift-marketplace   stable                               alpha,beta,stable                                                                                                                                                             true     true        true       true     DX APM Universal Monitoring Agent Team For Multi-tenancy
universal-crossplane                                 upbound-system                              community-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        false    false       false      true     Upbound Universal Crossplane (UXP)
varnish-operator                                     <none>                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        false      false    Varnish Operator
vault-config-operator                                vault-config-operator                       community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     Vault Config Operator
verticadb-operator                                   <none>                                      community-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      false    VerticaDB Operator
vertical-pod-autoscaler                              openshift-vertical-pod-autoscaler           redhat-operators      openshift-marketplace   stable                               stable                                                                                                                                                                        true     false       false      false    VerticalPodAutoscaler
vfunction-server-operator                            <none>                                      certified-operators   openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      false    vFunction Operator
vfunction-server-operator-rhmp                       <none>                                      redhat-marketplace    openshift-marketplace   stable                               stable                                                                                                                                                                        true     true        false      false    vFunction Operator
victoriametrics-operator                             <none>                                      community-operators   openshift-marketplace   beta                                 beta                                                                                                                                                                          true     true        false      true     VictoriaMetrics Operator
volsync-product                                      <none>                                      redhat-operators      openshift-marketplace   stable                               acm-2.5,acm-2.6,acm-2.7,stable                                                                                                                                                false    false       false      true     VolSync
volume-expander-operator                             volume-expander-operator                    community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         false    false       false      true     Volume Expander Operator
web-terminal                                         openshift-operators                         redhat-operators      openshift-marketplace   fast                                 fast                                                                                                                                                                          false    false       false      true     Web Terminal
windows-machine-config-operator                      openshift-windows-machine-config-operator   redhat-operators      openshift-marketplace   stable                               preview,stable                                                                                                                                                                true     false       false      false    Windows Machine Config Operator
windup-operator                                      windup                                      community-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        false      false    Windup Operator
xcrypt-operator                                      <none>                                      certified-operators   openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        false      true     Zettaset XCrypt Operator
xcrypt-operator-rhmp                                 <none>                                      redhat-marketplace    openshift-marketplace   alpha                                alpha                                                                                                                                                                         true     true        false      true     Zettaset XCrypt Operator
